ID,NAME,CATEGORYONE,PICTURE,CATEGORYTWO,CATEGORYTHREE,PHONE,ADDRESS,CITY,STATE,HOSPITAL,,,,,,,,,,,,,,,
id,Shannon Clinic Southwest,MEDICAL CLINICS,images/pic_one.jpg,,,(325) 658-1511,4450 Sunset,San Angelo,TX,S,,,,,,,,,,,,,,,
id,Shannon Senior Health Center,MEDICAL CLINICS,images/pic_one.jpg,,,(325) 949-9408,3016 Vista Del Arroyo,San Angelo,TX,S,,,,,,,,,,,,,,,
id,Shannon Sleep Center,MEDICAL CLINICS,images/pic_one.jpg,,,(325) 481-2035,3308 W. Loop 306,San Angelo,TX,S,,,,,,,,,,,,,,,
id,Shannon Urgent Care - Downtown,MEDICAL CLINICS,images/pic_one.jpg,,,(325) 658-1511,120 E. Beauregard,San Angelo,TX,S,,,,,,,,,,,,,,,
id,Shannon Urgent Care - South,MEDICAL CLINICS,images/pic_one.jpg,,,(325) 481-2222,3502 Knickerbocker Rd,San Angelo,TX,S,,,,,,,,,,,,,,,
id,Shannon Wound Care & Hyperbaric Medicine,MEDICAL CLINICS,images/pic_one.jpg,,,(325) 659-7290,2018 Pulliam,San Angelo,TX,S,,,,,,,,,,,,,,,
id,West Loop Clinic,MEDICAL CLINICS,images/pic_one.jpg,,,(325) 224-4980,2531 Loop 306,San Angelo,TX,,,,,,,,,,,,,,,,
id,West Texas Medical Assoc,MEDICAL CLINICS,images/pic_one.jpg,,,(325) 949-9555,3555 Knickerbocker Rd,San Angelo,TX,,,,,,,,,,,,,,,,
id,Arbor Terrace,NURSING & SKILLED NURSING HOMES,images/pic_one.jpg,,,(325) 653-1266,609 Rio Concho Dr,San Angelo,TX,,,,,,,,,,,,,,,,
id,Baptist Elsie Gayer,NURSING & SKILLED NURSING HOMES,images/pic_one.jpg,,,(325) 655-7391,903 North Main St,San Angelo,TX,,,,,,,,,,,,,,,,
id,Brady West,NURSING & SKILLED NURSING HOMES,images/pic_one.jpg,,,(325) 597-2906,2201 Menard HWY,Brady,TX,,,,,,,,,,,,,,,,
id,Cedar Manor Nursing,NURSING & SKILLED NURSING HOMES,images/pic_one.jpg,,,(325) 942-0677,1915 Greenwood St,San Angelo,TX,,,,,,,,,,,,,,,,
id,Meadow Creek,NURSING & SKILLED NURSING HOMES,images/pic_one.jpg,,,(325) 942-4000,4343 Oak Grove Blvd,San Angelo,TX,,,,,,,,,,,,,,,,
id,Park Plaza Nursing Center,NURSING & SKILLED NURSING HOMES,images/pic_one.jpg,,,(325) 944-0561,2210 Howard Ln,San Angelo,TX,,,,,,,,,,,,,,,,
id,Regency House,NURSING & SKILLED NURSING HOMES,images/pic_one.jpg,,,(325) 942-7700,3745 Summer Crest Dr,San Angelo,TX,,,,,,,,,,,,,,,,
id,Robert Lee Care Center,NURSING & SKILLED NURSING HOMES,images/pic_one.jpg,,,(325) 453-2511,307 W 8th St,San Angelo,TX,,,,,,,,,,,,,,,,
id,Senior Care Centers,NURSING & SKILLED NURSING HOMES,images/pic_one.jpg,,,(325) 944-1600,5455 Knickerbocker Rd,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Daniel Lui, M.D.",OPHTHALMOLOGY DOCTORS,images/pic_one.jpg,,,(325) 481-2286,4450 Sunset,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Kenton H. Fish, M.D.",OPHTHALMOLOGY DOCTORS,images/pic_one.jpg,,,(325) 481-2286,4450 Sunset,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Matthew A. Goldman, M.D.",OPHTHALMOLOGY DOCTORS,images/pic_one.jpg,,,(325) 481-2286,4450 Sunset,San Angelo,TX,,,,,,,,,,,,,,,,
id,Eye Masters,OPTICAL GOODS,images/pic_one.jpg,,,(325) 949-5560,4001 Southwest Blvd,San Angelo,TX,,,,,,,,,,,,,,,,
id,Vision Values,OPTICAL GOODS,images/pic_one.jpg,,,(325) 947-5001,3226 Sherwood Way,San Angelo,TX,,,,,,,,,,,,,,,,
id,Community Pharmacy,PHARMACIES,images/pic_one.jpg,,,(325) 949-4577,3502 Knickerbocker Rd,San Angelo,TX,C,,,,,,,,,,,,,,,
id,Medical Arts Pharmacy,PHARMACIES,images/pic_one.jpg,,,(325) 949-4636,2102 Pecos St,San Angelo,TX,,,,,,,,,,,,,,,,
id,Myers Drug,PHARMACIES,images/pic_one.jpg,,,(325) 655-3146,29 South Chadbourne St,San Angelo,TX,,,,,,,,,,,,,,,,
id,Shannon Pharmacy,PHARMACIES,images/pic_one.jpg,,,(325) 655-8191,119 E Beauregard Ave,San Angelo,TX,S,,,,,,,,,,,,,,,
id,Tom Green County Partnership for Better Health,PREVENTION,images/pic_one.jpg,WELLNESS,PULMONOLOGY/COPD/TOBACCO CESSATION,,www.tgcpartnershipforbetterhealth.org,San Angelo,TX,,,,,,,,,,,,,,,,
id,Addresses Real Estate,REAL ESTATE SERVICES,images/pic_one.jpg,,,(325) 942-6400,3005 Green Meadow Dr,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Bob Reeves, Dierschke & Dierschke",REAL ESTATE SERVICES,images/pic_one.jpg,,,(325) 277-0367,5026 Knickerbocker Rd,San Angelo,TX,,,,,,,,,,,,,,,,
id,Scott Allison Real Estate,REAL ESTATE SERVICES,images/pic_one.jpg,,,(325) 949-5575,1151 Knickerbocker Rd,San Angelo,TX,,,,,,,,,,,,,,,,
id,Community Outpatient Therapy,REHABILITATION CENTERS,images/pic_one.jpg,,,(325) 949-5900,3605 Executive Dr,San Angelo,TX,C,,,,,,,,,,,,,,,
id,Nexstep Rehabilitation,REHABILITATION CENTERS,images/pic_one.jpg,,,(325) 942-0677,1921 Greenwood St,San Angelo,TX,,,,,,,,,,,,,,,,
id,Shannon Outpatient Cardiac & Pulmonary,REHABILITATION CENTERS,images/pic_one.jpg,,,(325) 657-5722,102 N. Magdalen,San Angelo,TX,S,,,,,,,,,,,,,,,
id,Shannon Rehab Center - Inpatient,REHABILITATION CENTERS,images/pic_one.jpg,,,(325) 657-5617,120 E. Harris Ave,San Angelo,TX,S,,,,,,,,,,,,,,,
id,Shannon Stroke Center,REHABILITATION CENTERS,images/pic_one.jpg,,,(325) 653-6741,120 E. Harris Ave,San Angelo,TX,S,,,,,,,,,,,,,,,
id,West Texas Rehab,REHABILITATION CENTERS,images/pic_one.jpg,,,(325) 223-6300,3001 S. Jackson St.,San Angelo,TX,,,,,,,,,,,,,,,,
id,Baptist Retirement Community,RETIREMENT & INDEPENDENT LIVING,images/pic_one.jpg,,,(325) 659-2021,902 - 903 N Main St,San Angelo,TX,,,,,,,,,,,,,,,,
id,Christian Village,RETIREMENT & INDEPENDENT LIVING,images/pic_one.jpg,,,(325) 949-8575,4225 Billie Bolin Dr,San Angelo,TX,,,,,,,,,,,,,,,,
id,Plaza Del Sol,RETIREMENT & INDEPENDENT LIVING,images/pic_one.jpg,,,(325) 223-0700,4375 Oak Grove Blvd,San Angelo,TX,,,,,,,,,,,,,,,,
id,River Place,RETIREMENT & INDEPENDENT LIVING,images/pic_one.jpg,,,(325) 658-4900_,501 S. Irene St,San Angelo,TX,,,,,,,,,,,,,,,,
id,Royal Estates,RETIREMENT & INDEPENDENT LIVING,images/pic_one.jpg,ASSISTED LIVING,,(866) 868-7096,6101 Grand Court,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Grant Taylor, M.D.",RHEUMATOLOGY DOCTORS,images/pic_one.jpg,,,(325) 481-2284,120 E. Beauregard,San Angelo,TX,,,,,,,,,,,,,,,,
id,Santa Fe Crossing Senior Center,SENIOR CITIZENS CENTERS,images/pic_one.jpg,VOLUNTEER OPPORTUNITIES,,(325) 657-4484,702 S Chadbourne St,San Angelo,TX,,,,,,,,,,,,,,,,
id,San Angelo Visitor Center,TOURISM & VISITORS INFORMATION,images/pic_one.jpg,,,(325) 655-4136,418 W. Avenue B,San Angelo,TX,,,,,,,,,,,,,,,,
id,Concho Valley Transit District - Information,TRANSPORTATION,images/pic_one.jpg,,,(325) 944-9666,2801 W. Loop 306,San Angelo,TX,,,,,,,,,,,,,,,,
id,TxDOT - Road Condition Information,TRANSPORTATION,images/pic_one.jpg,GOVERNMENTAL - GENERAL INFORMATION,,(800) 452-9292,,San Angelo,TX,,,,,,,,,,,,,,,,
id,TGC Veterans Service Office,VETERANS’ NEEDS,images/pic_one.jpg,,,(325) 659-6560,111 W. Beauregard,San Angelo,TX,,,,,,,,,,,,,,,,
id,Veterans Administration Outpatient Clinic,VETERANS’ NEEDS,images/pic_one.jpg,,,(325) 658-6138,2018 Pulliam St,San Angelo,TX,,,,,,,,,,,,,,,,
id,Baptist Retirement Community Auxiliary,VOLUNTEER OPPORTUNITIES,images/pic_one.jpg,,,(325) 655-7391,902 - 903,San Angelo,TX,,,,,,,,,,,,,,,,
id,Concho Valley Ombudsman Program,VOLUNTEER OPPORTUNITIES,images/pic_one.jpg,,,(325) 223-5704,2801 W. Loop 306 A,San Angelo,TX,,,,,,,,,,,,,,,,
id,Concho Valley RSVP,VOLUNTEER OPPORTUNITIES,images/pic_one.jpg,,,(325) 223-6388,618 S Chadbourne St,San Angelo,TX,,,,,,,,,,,,,,,,
id,Foster Grandparents,VOLUNTEER OPPORTUNITIES,images/pic_one.jpg,,,(325) 223-5704,2801 W. Loop 306,San Angelo,TX,,,,,,,,,,,,,,,,
id,San Angelo Community Auxiliary,VOLUNTEER OPPORTUNITIES,images/pic_one.jpg,,,(325) 947-6464,3501 Knickerbocker Rd,San Angelo,TX,C,,,,,,,,,,,,,,,
id,Senior Companion Program,VOLUNTEER OPPORTUNITIES,images/pic_one.jpg,,,(325) 223-5704,2801 W. Loop 306,San Angelo,TX,,,,,,,,,,,,,,,,
id,Shannon Medical Center Volunteers,VOLUNTEER OPPORTUNITIES,images/pic_one.jpg,,,(325) 657-5285,120 E. Harris Ave,San Angelo,TX,S,,,,,,,,,,,,,,,
id,Community Wellness,WELLNESS,images/pic_one.jpg,,,(325) 947-2582,3336 W. Loop 306,San Angelo,TX,C,,,,,,,,,,,,,,,
id,Health Risk Assessments,WELLNESS,images/pic_one.jpg,,,(325) 947-2582,3336 W. Loop 306,San Angelo,TX,,,,,,,,,,,,,,,,
id,Shannon Health & Wellness,WELLNESS,images/pic_one.jpg,,,(325) 657-5065,206 N. Main,San Angelo,TX,S,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
